,_id,sample_id,experiment_reference,experiment_id,lab,replicate,replicate_group,replicate_group_string,strain,strain_name,strain_class,standard_type,control_type,media_type,inducer_type,inducer_concentration,inducer_concentration_unit,sample_contents,temperature,temperature_unit,timepoint,timepoint_unit,aliquot_id,total_counts,TX_plate_name,TX_project_name,TX_sample_name,flow_volume,well,flow_rate_uL/min,date_of_experiment,cells/mL,cells/mL_doubling_time,cells/mL_n0
100,5ef25a678c7471daed819251,sample.transcriptic.aq1dyhh5unzb3vh.experiment.transcriptic.r1dwhw5psz9ehr,NovelChassis-OR-Circuit-Cycle0-8hour,r1dwhw5psz9ehr,transcriptic,1,6a135cd9bdf2f6faeaa037eb30bd3c6c675250cd,"B_subtilis_GFP_min | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [1.0], ""S750"": [""""]} | FLOW | NO_STANDARD_TYPE",B_subtilis_GFP_min,,,,,S750,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'S750|NA|NA']",30.0,celsius,26.0,hour,aq1dyhh5unzb3vh,386,NovelChassisTimeSeries-01-09-2020Run2(P1),Sytox-YeastGates,SytoxYG-Plate,60000,e9,200,09-Jan-2020,6433.3333299999995,,
101,5ef25a6f8c7471daed81927d,sample.transcriptic.aq1dyhh5untn48c.experiment.transcriptic.r1dwhw5psz9ehr,NovelChassis-OR-Circuit-Cycle0-8hour,r1dwhw5psz9ehr,transcriptic,2,cced5f24abd6e4623ae895eafb262ef024c72af4,"B_subtilis_GFP_min | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [0.0], ""S750"": [""""]} | FLOW | NO_STANDARD_TYPE",B_subtilis_GFP_min,,,,,S750,Cuminic Acid + IPTG,0.0,mM,"['Cuminic Acid + IPTG|0.0|mM', 'S750|NA|NA']",30.0,celsius,26.0,hour,aq1dyhh5untn48c,432,NovelChassisTimeSeries-01-09-2020Run2(P1),Sytox-YeastGates,SytoxYG-Plate,60000,e8,200,09-Jan-2020,7200.0,,
102,5ef25a88c95e4711172fef37,sample.transcriptic.aq1dyhh5un67hvs.experiment.transcriptic.r1dwhw5psz9ehr,NovelChassis-OR-Circuit-Cycle0-8hour,r1dwhw5psz9ehr,transcriptic,2,2ce99de69e56cc76dd629c74c2b6dc66ff2a8389,"B_subtilis_GFP_medium | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [0.0], ""S750"": [""""]} | FLOW | NO_STANDARD_TYPE",B_subtilis_GFP_medium,,,,,S750,Cuminic Acid + IPTG,0.0,mM,"['Cuminic Acid + IPTG|0.0|mM', 'S750|NA|NA']",30.0,celsius,26.0,hour,aq1dyhh5un67hvs,425,NovelChassisTimeSeries-01-09-2020Run2(P1),Sytox-YeastGates,SytoxYG-Plate,60000,f4,200,09-Jan-2020,7083.3333299999995,,
103,5ef25a8ec95e4711172fef5a,sample.transcriptic.aq1dyhh5ungeb34.experiment.transcriptic.r1dwhw5psz9ehr,NovelChassis-OR-Circuit-Cycle0-8hour,r1dwhw5psz9ehr,transcriptic,1,2ce99de69e56cc76dd629c74c2b6dc66ff2a8389,"B_subtilis_GFP_medium | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [0.0], ""S750"": [""""]} | FLOW | NO_STANDARD_TYPE",B_subtilis_GFP_medium,,,,,S750,Cuminic Acid + IPTG,0.0,mM,"['Cuminic Acid + IPTG|0.0|mM', 'S750|NA|NA']",30.0,celsius,26.0,hour,aq1dyhh5ungeb34,334,NovelChassisTimeSeries-01-09-2020Run2(P1),Sytox-YeastGates,SytoxYG-Plate,60000,f6,200,09-Jan-2020,5566.6666700000005,,
104,5ef25a9503a4cfd6e7a3224e,sample.transcriptic.aq1dyhh5umtyrqj.experiment.transcriptic.r1dwhw5psz9ehr,NovelChassis-OR-Circuit-Cycle0-8hour,r1dwhw5psz9ehr,transcriptic,2,d6ed774937b856e88f8a97c4451b0be712890dcd,"B_subtilis_GFP_max | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [0.0], ""S750"": [""""]} | FLOW | NO_STANDARD_TYPE",B_subtilis_GFP_max,,Control,,HIGH_FITC,S750,Cuminic Acid + IPTG,0.0,mM,"['Cuminic Acid + IPTG|0.0|mM', 'S750|NA|NA']",30.0,celsius,26.0,hour,aq1dyhh5umtyrqj,379,NovelChassisTimeSeries-01-09-2020Run2(P1),Sytox-YeastGates,SytoxYG-Plate,60000,g2,200,09-Jan-2020,6316.6666700000005,,
105,5ef25a8c03a4cfd6e7a32219,sample.transcriptic.aq1dyhh5umznrcn.experiment.transcriptic.r1dwhw5psz9ehr,NovelChassis-OR-Circuit-Cycle0-8hour,r1dwhw5psz9ehr,transcriptic,1,99352a87f6cae6530ad51c110f226a07a8b100c7,"B_subtilis_GFP_max | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [1.0], ""S750"": [""""]} | FLOW | NO_STANDARD_TYPE",B_subtilis_GFP_max,,Control,,HIGH_FITC,S750,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'S750|NA|NA']",30.0,celsius,26.0,hour,aq1dyhh5umznrcn,341,NovelChassisTimeSeries-01-09-2020Run2(P1),Sytox-YeastGates,SytoxYG-Plate,60000,g3,200,09-Jan-2020,5683.3333299999995,,
106,5ef25a9c03a4cfd6e7a32270,sample.transcriptic.aq1dyhh5unp4aq8.experiment.transcriptic.r1dwhw5psz9ehr,NovelChassis-OR-Circuit-Cycle0-8hour,r1dwhw5psz9ehr,transcriptic,3,d29aff5d3bfe6088b3debdf5e8abeba98b1902af,"B_subtilis_GFP_medium | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [1.0], ""S750"": [""""]} | FLOW | NO_STANDARD_TYPE",B_subtilis_GFP_medium,,,,,S750,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'S750|NA|NA']",30.0,celsius,26.0,hour,aq1dyhh5unp4aq8,413,NovelChassisTimeSeries-01-09-2020Run2(P1),Sytox-YeastGates,SytoxYG-Plate,60000,f7,200,09-Jan-2020,6883.3333299999995,,
107,5ef25a9a03a4cfd6e7a32268,sample.transcriptic.aq1dyhh5unvwgge.experiment.transcriptic.r1dwhw5psz9ehr,NovelChassis-OR-Circuit-Cycle0-8hour,r1dwhw5psz9ehr,transcriptic,1,98cf49f2f75e9d839535571fc82ccd0556f43596,"MediaControl | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [0.0], ""S750"": [""""]} | FLOW | MEDIA_BLANK",MediaControl,Media_control,Blank,MEDIA_BLANK,EMPTY_VECTOR,S750,Cuminic Acid + IPTG,0.0,mM,"['Cuminic Acid + IPTG|0.0|mM', 'S750|NA|NA']",30.0,celsius,26.0,hour,aq1dyhh5unvwgge,27,NovelChassisTimeSeries-01-09-2020Run2(P1),Sytox-YeastGates,SytoxYG-Plate,60000,h8,200,09-Jan-2020,450.0,,
108,5ef25abb4f688251219ea219,sample.transcriptic.aq1dyhh5umyhj8p.experiment.transcriptic.r1dwhw5psz9ehr,NovelChassis-OR-Circuit-Cycle0-8hour,r1dwhw5psz9ehr,transcriptic,3,d29aff5d3bfe6088b3debdf5e8abeba98b1902af,"B_subtilis_GFP_medium | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [1.0], ""S750"": [""""]} | FLOW | NO_STANDARD_TYPE",B_subtilis_GFP_medium,,,,,S750,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'S750|NA|NA']",30.0,celsius,26.0,hour,aq1dyhh5umyhj8p,320,NovelChassisTimeSeries-01-09-2020Run2(P1),Sytox-YeastGates,SytoxYG-Plate,60000,f3,200,09-Jan-2020,5333.3333299999995,,
109,5ef25aa35ebacad85f835b5f,sample.transcriptic.aq1dyhh5unp4aqb.experiment.transcriptic.r1dwhw5psz9ehr,NovelChassis-OR-Circuit-Cycle0-8hour,r1dwhw5psz9ehr,transcriptic,3,99352a87f6cae6530ad51c110f226a07a8b100c7,"B_subtilis_GFP_max | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [1.0], ""S750"": [""""]} | FLOW | NO_STANDARD_TYPE",B_subtilis_GFP_max,,Control,,HIGH_FITC,S750,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'S750|NA|NA']",30.0,celsius,26.0,hour,aq1dyhh5unp4aqb,317,NovelChassisTimeSeries-01-09-2020Run2(P1),Sytox-YeastGates,SytoxYG-Plate,60000,g7,200,09-Jan-2020,5283.3333299999995,,
110,5ef25aba4f688251219ea20e,sample.transcriptic.aq1dyhh5ungeb37.experiment.transcriptic.r1dwhw5psz9ehr,NovelChassis-OR-Circuit-Cycle0-8hour,r1dwhw5psz9ehr,transcriptic,2,d6ed774937b856e88f8a97c4451b0be712890dcd,"B_subtilis_GFP_max | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [0.0], ""S750"": [""""]} | FLOW | NO_STANDARD_TYPE",B_subtilis_GFP_max,,Control,,HIGH_FITC,S750,Cuminic Acid + IPTG,0.0,mM,"['Cuminic Acid + IPTG|0.0|mM', 'S750|NA|NA']",30.0,celsius,26.0,hour,aq1dyhh5ungeb37,332,NovelChassisTimeSeries-01-09-2020Run2(P1),Sytox-YeastGates,SytoxYG-Plate,60000,g6,200,09-Jan-2020,5533.3333299999995,,
111,5ef25a9703a4cfd6e7a32254,sample.transcriptic.aq1dyhh5umsujkk.experiment.transcriptic.r1dwhw5psz9ehr,NovelChassis-OR-Circuit-Cycle0-8hour,r1dwhw5psz9ehr,transcriptic,1,2ce99de69e56cc76dd629c74c2b6dc66ff2a8389,"B_subtilis_GFP_medium | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [0.0], ""S750"": [""""]} | FLOW | NO_STANDARD_TYPE",B_subtilis_GFP_medium,,,,,S750,Cuminic Acid + IPTG,0.0,mM,"['Cuminic Acid + IPTG|0.0|mM', 'S750|NA|NA']",30.0,celsius,26.0,hour,aq1dyhh5umsujkk,350,NovelChassisTimeSeries-01-09-2020Run2(P1),Sytox-YeastGates,SytoxYG-Plate,60000,f2,200,09-Jan-2020,5833.3333299999995,,
112,5ef25a6d8c7471daed819276,sample.transcriptic.aq1dyhh5up3kg5k.experiment.transcriptic.r1dwhw5psz9ehr,NovelChassis-OR-Circuit-Cycle0-8hour,r1dwhw5psz9ehr,transcriptic,2,38bb7d903350c54f86b70b1693a7cd252b2f4b0f,"MediaControl | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [1.0], ""S750"": [""""]} | FLOW | MEDIA_BLANK",MediaControl,Media_control,Blank,MEDIA_BLANK,EMPTY_VECTOR,S750,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'S750|NA|NA']",30.0,celsius,26.0,hour,aq1dyhh5up3kg5k,73,NovelChassisTimeSeries-01-09-2020Run2(P1),Sytox-YeastGates,SytoxYG-Plate,60000,h9,200,09-Jan-2020,1216.6666699999998,,
113,5ef25aa003a4cfd6e7a32287,sample.transcriptic.aq1dyhh5unsgw4e.experiment.transcriptic.r1dwhw5psz9ehr,NovelChassis-OR-Circuit-Cycle0-8hour,r1dwhw5psz9ehr,transcriptic,3,d7349be8d2e2f0063a64e3e27befa46bf4562ba7,"B_subtilis_LG371 | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [0.0], ""S750"": [""""]} | FLOW | NO_STANDARD_TYPE",B_subtilis_LG371,,,,,S750,Cuminic Acid + IPTG,0.0,mM,"['Cuminic Acid + IPTG|0.0|mM', 'S750|NA|NA']",30.0,celsius,26.0,hour,aq1dyhh5unsgw4e,30000,NovelChassisTimeSeries-01-09-2020Run2(P1),Sytox-YeastGates,SytoxYG-Plate,19000,d8,200,09-Jan-2020,1578947.3684200002,,
114,5ef25aa85ebacad85f835b79,sample.transcriptic.aq1dyhh5un67hvv.experiment.transcriptic.r1dwhw5psz9ehr,NovelChassis-OR-Circuit-Cycle0-8hour,r1dwhw5psz9ehr,transcriptic,2,d6ed774937b856e88f8a97c4451b0be712890dcd,"B_subtilis_GFP_max | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [0.0], ""S750"": [""""]} | FLOW | NO_STANDARD_TYPE",B_subtilis_GFP_max,,Control,,HIGH_FITC,S750,Cuminic Acid + IPTG,0.0,mM,"['Cuminic Acid + IPTG|0.0|mM', 'S750|NA|NA']",30.0,celsius,26.0,hour,aq1dyhh5un67hvv,373,NovelChassisTimeSeries-01-09-2020Run2(P1),Sytox-YeastGates,SytoxYG-Plate,60000,g4,200,09-Jan-2020,6216.6666700000005,,
115,5ef25a7daa26702433559105,sample.transcriptic.aq1dyhh5umnas3d.experiment.transcriptic.r1dwhw5psz9ehr,NovelChassis-OR-Circuit-Cycle0-8hour,r1dwhw5psz9ehr,transcriptic,1,2ce99de69e56cc76dd629c74c2b6dc66ff2a8389,"B_subtilis_GFP_medium | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [0.0], ""S750"": [""""]} | FLOW | NO_STANDARD_TYPE",B_subtilis_GFP_medium,,,,,S750,Cuminic Acid + IPTG,0.0,mM,"['Cuminic Acid + IPTG|0.0|mM', 'S750|NA|NA']",30.0,celsius,26.0,hour,aq1dyhh5umnas3d,422,NovelChassisTimeSeries-01-09-2020Run2(P1),Sytox-YeastGates,SytoxYG-Plate,60000,f1,200,09-Jan-2020,7033.3333299999995,,
116,5ef25aba5ebacad85f835bdb,sample.transcriptic.aq1dyhh5unbvhhx.experiment.transcriptic.r1dwhw5psz9ehr,NovelChassis-OR-Circuit-Cycle0-8hour,r1dwhw5psz9ehr,transcriptic,3,99352a87f6cae6530ad51c110f226a07a8b100c7,"B_subtilis_GFP_max | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [1.0], ""S750"": [""""]} | FLOW | NO_STANDARD_TYPE",B_subtilis_GFP_max,,Control,,HIGH_FITC,S750,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'S750|NA|NA']",30.0,celsius,26.0,hour,aq1dyhh5unbvhhx,393,NovelChassisTimeSeries-01-09-2020Run2(P1),Sytox-YeastGates,SytoxYG-Plate,60000,g5,200,09-Jan-2020,6550.0,,
117,5ef25a618c7471daed819233,sample.transcriptic.aq1dyhh5uny6vrj.experiment.transcriptic.r1dwhw5psz9ehr,NovelChassis-OR-Circuit-Cycle0-8hour,r1dwhw5psz9ehr,transcriptic,2,22a606261c2d327bbb13c0bf12c53e8bd67ae503,"B_subtilis_LG371 | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [1.0], ""S750"": [""""]} | FLOW | NO_STANDARD_TYPE",B_subtilis_LG371,,,,,S750,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'S750|NA|NA']",30.0,celsius,26.0,hour,aq1dyhh5uny6vrj,30000,NovelChassisTimeSeries-01-09-2020Run2(P1),Sytox-YeastGates,SytoxYG-Plate,13000,d9,200,09-Jan-2020,2307692.30769,,
118,5ef25a728c7471daed81928f,sample.transcriptic.aq1dyhh5umqk6bd.experiment.transcriptic.r1dwhw5psz9ehr,NovelChassis-OR-Circuit-Cycle0-8hour,r1dwhw5psz9ehr,transcriptic,1,56cabeefd08c9eb8b2c5ef4c11d476badcdd19a1,"B_subtilis_WT_JH642 | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [0.0], ""S750"": [""""]} | FLOW | NO_STANDARD_TYPE",B_subtilis_WT_JH642,,Control,,EMPTY_VECTOR,S750,Cuminic Acid + IPTG,0.0,mM,"['Cuminic Acid + IPTG|0.0|mM', 'S750|NA|NA']",30.0,celsius,26.0,hour,aq1dyhh5umqk6bd,30000,NovelChassisTimeSeries-01-09-2020Run2(P1),Sytox-YeastGates,SytoxYG-Plate,22000,a2,200,09-Jan-2020,1363636.3636399999,,
119,5ef25a8f03a4cfd6e7a3222d,sample.transcriptic.aq1dyhh5umv4xum.experiment.transcriptic.r1dwhw5psz9ehr,NovelChassis-OR-Circuit-Cycle0-8hour,r1dwhw5psz9ehr,transcriptic,2,a7a941bfee78d21ff58a757c7500c4db0c025c56,"B_subtilis_WT_JH642 | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [1.0], ""S750"": [""""]} | FLOW | NO_STANDARD_TYPE",B_subtilis_WT_JH642,,,,,S750,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'S750|NA|NA']",30.0,celsius,26.0,hour,aq1dyhh5umv4xum,30000,NovelChassisTimeSeries-01-09-2020Run2(P1),Sytox-YeastGates,SytoxYG-Plate,26000,a3,200,09-Jan-2020,1153846.15385,,
120,5ef25aa45ebacad85f835b61,sample.transcriptic.aq1dyhh5umhw6p8.experiment.transcriptic.r1dwhw5psz9ehr,NovelChassis-OR-Circuit-Cycle0-8hour,r1dwhw5psz9ehr,transcriptic,4,56cabeefd08c9eb8b2c5ef4c11d476badcdd19a1,"B_subtilis_WT_JH642 | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [0.0], ""S750"": [""""]} | FLOW | NO_STANDARD_TYPE",B_subtilis_WT_JH642,,Control,,EMPTY_VECTOR,S750,Cuminic Acid + IPTG,0.0,mM,"['Cuminic Acid + IPTG|0.0|mM', 'S750|NA|NA']",30.0,celsius,26.0,hour,aq1dyhh5umhw6p8,30000,NovelChassisTimeSeries-01-09-2020Run2(P1),Sytox-YeastGates,SytoxYG-Plate,25000,a1,200,09-Jan-2020,1200000.0,,
121,5ef25a8ec95e4711172fef58,sample.transcriptic.aq1dyhh5unx2pmk.experiment.transcriptic.r1dwhw5psz9ehr,NovelChassis-OR-Circuit-Cycle0-8hour,r1dwhw5psz9ehr,transcriptic,2,837f94d4f39e9750da741b93e76eb66933a10455,"B_subtilis_LG227 | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [1.0], ""S750"": [""""]} | FLOW | NO_STANDARD_TYPE",B_subtilis_LG227,,,,,S750,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'S750|NA|NA']",30.0,celsius,26.0,hour,aq1dyhh5unx2pmk,30000,NovelChassisTimeSeries-01-09-2020Run2(P1),Sytox-YeastGates,SytoxYG-Plate,26000,c9,200,09-Jan-2020,1153846.15385,,
122,5ef25a9703a4cfd6e7a32256,sample.transcriptic.aq1dyhh5up859nt.experiment.transcriptic.r1dwhw5psz9ehr,NovelChassis-OR-Circuit-Cycle0-8hour,r1dwhw5psz9ehr,transcriptic,1,38bb7d903350c54f86b70b1693a7cd252b2f4b0f,"MediaControl | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [1.0], ""S750"": [""""]} | FLOW | MEDIA_BLANK",MediaControl,Media_control,Blank,MEDIA_BLANK,EMPTY_VECTOR,S750,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'S750|NA|NA']",30.0,celsius,26.0,hour,aq1dyhh5up859nt,14,NovelChassisTimeSeries-01-09-2020Run2(P1),Sytox-YeastGates,SytoxYG-Plate,60000,h10,200,09-Jan-2020,233.33333,,
123,5ef25a768c7471daed8192a6,sample.transcriptic.aq1dyhh5unsgw4b.experiment.transcriptic.r1dwhw5psz9ehr,NovelChassis-OR-Circuit-Cycle0-8hour,r1dwhw5psz9ehr,transcriptic,1,8b71cd3a44d986700780594948b2497665ca07df,"B_subtilis_LG227 | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [0.0], ""S750"": [""""]} | FLOW | NO_STANDARD_TYPE",B_subtilis_LG227,,,,,S750,Cuminic Acid + IPTG,0.0,mM,"['Cuminic Acid + IPTG|0.0|mM', 'S750|NA|NA']",30.0,celsius,26.0,hour,aq1dyhh5unsgw4b,30000,NovelChassisTimeSeries-01-09-2020Run2(P1),Sytox-YeastGates,SytoxYG-Plate,23000,c8,200,09-Jan-2020,1304347.8260899999,,
124,5ef25a9b03a4cfd6e7a3226a,sample.transcriptic.aq1dyhh5unrcpyc.experiment.transcriptic.r1dwhw5psz9ehr,NovelChassis-OR-Circuit-Cycle0-8hour,r1dwhw5psz9ehr,transcriptic,3,8aba841e26be0b0f5b77fb2e20e4e76e55654d29,"B_subtilis_WT_PY79 | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [0.0], ""S750"": [""""]} | FLOW | NO_STANDARD_TYPE",B_subtilis_WT_PY79,,,,,S750,Cuminic Acid + IPTG,0.0,mM,"['Cuminic Acid + IPTG|0.0|mM', 'S750|NA|NA']",30.0,celsius,26.0,hour,aq1dyhh5unrcpyc,30000,NovelChassisTimeSeries-01-09-2020Run2(P1),Sytox-YeastGates,SytoxYG-Plate,15000,b8,200,09-Jan-2020,2000000.0,,
125,5ef25a8caa26702433559155,sample.transcriptic.aq1dyhh5un2sxgp.experiment.transcriptic.r1dwhw5psz9ehr,NovelChassis-OR-Circuit-Cycle0-8hour,r1dwhw5psz9ehr,transcriptic,3,56cabeefd08c9eb8b2c5ef4c11d476badcdd19a1,"B_subtilis_WT_JH642 | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [0.0], ""S750"": [""""]} | FLOW | NO_STANDARD_TYPE",B_subtilis_WT_JH642,,Control,,EMPTY_VECTOR,S750,Cuminic Acid + IPTG,0.0,mM,"['Cuminic Acid + IPTG|0.0|mM', 'S750|NA|NA']",30.0,celsius,26.0,hour,aq1dyhh5un2sxgp,30000,NovelChassisTimeSeries-01-09-2020Run2(P1),Sytox-YeastGates,SytoxYG-Plate,27000,a4,200,09-Jan-2020,1111111.11111,,
126,5ef25a728c7471daed81928d,sample.transcriptic.aq1dyhh5un7bqzw.experiment.transcriptic.r1dwhw5psz9ehr,NovelChassis-OR-Circuit-Cycle0-8hour,r1dwhw5psz9ehr,transcriptic,2,a7a941bfee78d21ff58a757c7500c4db0c025c56,"B_subtilis_WT_JH642 | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [1.0], ""S750"": [""""]} | FLOW | NO_STANDARD_TYPE",B_subtilis_WT_JH642,,,,,S750,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'S750|NA|NA']",30.0,celsius,26.0,hour,aq1dyhh5un7bqzw,30000,NovelChassisTimeSeries-01-09-2020Run2(P1),Sytox-YeastGates,SytoxYG-Plate,23000,a5,200,09-Jan-2020,1304347.8260899999,,
127,5ef25ab54f688251219ea1f4,sample.transcriptic.aq1dyhh5unx2pmg.experiment.transcriptic.r1dwhw5psz9ehr,NovelChassis-OR-Circuit-Cycle0-8hour,r1dwhw5psz9ehr,transcriptic,2,7cb407d905b9d9edcdaf24f4231c2557552bff74,"B_subtilis_WT_PY79 | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [1.0], ""S750"": [""""]} | FLOW | NO_STANDARD_TYPE",B_subtilis_WT_PY79,,,,,S750,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'S750|NA|NA']",30.0,celsius,26.0,hour,aq1dyhh5unx2pmg,30000,NovelChassisTimeSeries-01-09-2020Run2(P1),Sytox-YeastGates,SytoxYG-Plate,16000,b9,200,09-Jan-2020,1875000.0,,
128,5ef25aa75ebacad85f835b74,sample.transcriptic.aq1dyhh5unjpqb5.experiment.transcriptic.r1dwhw5psz9ehr,NovelChassis-OR-Circuit-Cycle0-8hour,r1dwhw5psz9ehr,transcriptic,1,a7a941bfee78d21ff58a757c7500c4db0c025c56,"B_subtilis_WT_JH642 | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [1.0], ""S750"": [""""]} | FLOW | NO_STANDARD_TYPE",B_subtilis_WT_JH642,,,,,S750,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'S750|NA|NA']",30.0,celsius,26.0,hour,aq1dyhh5unjpqb5,30000,NovelChassisTimeSeries-01-09-2020Run2(P1),Sytox-YeastGates,SytoxYG-Plate,21000,a7,200,09-Jan-2020,1428571.42857,,
129,5ef25ab25ebacad85f835bb5,sample.transcriptic.aq1dyhh5unczqp2.experiment.transcriptic.r1dwhw5psz9ehr,NovelChassis-OR-Circuit-Cycle0-8hour,r1dwhw5psz9ehr,transcriptic,3,56cabeefd08c9eb8b2c5ef4c11d476badcdd19a1,"B_subtilis_WT_JH642 | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [0.0], ""S750"": [""""]} | FLOW | NO_STANDARD_TYPE",B_subtilis_WT_JH642,,Control,,EMPTY_VECTOR,S750,Cuminic Acid + IPTG,0.0,mM,"['Cuminic Acid + IPTG|0.0|mM', 'S750|NA|NA']",30.0,celsius,26.0,hour,aq1dyhh5unczqp2,30000,NovelChassisTimeSeries-01-09-2020Run2(P1),Sytox-YeastGates,SytoxYG-Plate,19000,a6,200,09-Jan-2020,1578947.3684200002,,
130,5ef25a6b8c7471daed819267,sample.transcriptic.aq1dyhh5umw95yn.experiment.transcriptic.r1dwhw5psz9ehr,NovelChassis-OR-Circuit-Cycle0-8hour,r1dwhw5psz9ehr,transcriptic,1,837f94d4f39e9750da741b93e76eb66933a10455,"B_subtilis_LG227 | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [1.0], ""S750"": [""""]} | FLOW | NO_STANDARD_TYPE",B_subtilis_LG227,,,,,S750,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'S750|NA|NA']",30.0,celsius,26.0,hour,aq1dyhh5umw95yn,30000,NovelChassisTimeSeries-01-09-2020Run2(P1),Sytox-YeastGates,SytoxYG-Plate,21000,c3,200,09-Jan-2020,1428571.42857,,
131,5ef25a788c7471daed8192b0,sample.transcriptic.aq1dyhh5unjpqb8.experiment.transcriptic.r1dwhw5psz9ehr,NovelChassis-OR-Circuit-Cycle0-8hour,r1dwhw5psz9ehr,transcriptic,4,7cb407d905b9d9edcdaf24f4231c2557552bff74,"B_subtilis_WT_PY79 | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [1.0], ""S750"": [""""]} | FLOW | NO_STANDARD_TYPE",B_subtilis_WT_PY79,,,,,S750,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'S750|NA|NA']",30.0,celsius,26.0,hour,aq1dyhh5unjpqb8,30000,NovelChassisTimeSeries-01-09-2020Run2(P1),Sytox-YeastGates,SytoxYG-Plate,17000,b7,200,09-Jan-2020,1764705.88235,,
132,5ef25aa55ebacad85f835b66,sample.transcriptic.aq1dyhh5up4qp9m.experiment.transcriptic.r1dwhw5psz9ehr,NovelChassis-OR-Circuit-Cycle0-8hour,r1dwhw5psz9ehr,transcriptic,2,7cb407d905b9d9edcdaf24f4231c2557552bff74,"B_subtilis_WT_PY79 | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [1.0], ""S750"": [""""]} | FLOW | NO_STANDARD_TYPE",B_subtilis_WT_PY79,,,,,S750,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'S750|NA|NA']",30.0,celsius,26.0,hour,aq1dyhh5up4qp9m,30000,NovelChassisTimeSeries-01-09-2020Run2(P1),Sytox-YeastGates,SytoxYG-Plate,24000,b10,200,09-Jan-2020,1250000.0,,
